Reading Date,Administration,Art Building Parkade,Aurora Hall,Biological Science,Child Care Centre,CCIT,Cascade Hall,Child Development Centre,Craigie Hall,Central Heating and Cooling Plant,Clinical Skills,Crowsnest Hall,Dining Centre,Education Complex,EEEL,Engineering Complex,Earth Science,Glacier Hall,High Density Library,Heritage Medical Research Building,Health Research Innovation Centre / TWR,Health Science Centre,ICT,International House,Kananaskis Hall,Kinesiology A,Kinesiology B,Life Science,Mechanical Engineering Building,Murray Fraser Hall,MacEwan Hall,MacKimmie Block,MacKimmie Tower,Math Sciences,MacEwan Student Centre,Olympus Hall,Olympic Oval,Professional Faculties,Physical Plant,Rozsa Centre,Reeve Theater,Rundle Hall,Science A,Science B,Scurfield Hall,Social Sciences,Science Theatres,Taylor Family Digital Library,Taylor Institute,University Research Centre,Wildlife Research Centre,Yamnuska,U of C,Main Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AA,AB,AU,BI,CC,CCIT,CD,CDC,CH,CHCP,CSB,CR,DC,ED,EEEL,ENG,ES,GL,HDL,HMRB,HRIC/TWR,HSC,ICT,IH,KA,KNA,KNB,LS,MEB,MFH,MH,MLB,MLT,MS,MSC,OL,OO,PF,PP,RC,RT,RU,SA,SB,SH,SS,ST,TFDL,TI,URC,WRC,YA,UC,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/16,291.67, 	-   ,938.89,"2,327.78", 	-   ,"1,505.56", 	-   , 	-   ,"8,733.34",, 	-   ,"1,463.89",494.44,"4,788.89","6,619.45","3,238.89",777.78,352.78, 	-   ,"2,780.56",4495.71,"7,786.12","3,447.22","3,130.56",0.00, 	-   ,"1,525.00",,,0.00,"3,591.67","1,047.22",708.33,"15,776.47","4,144.45",286.11,0.00,0.00, 	-   , 	-   ,5.56,, 	-   , 	-   ,0.00, 	-   ,672.22,"2,683.34",277.78, 	-   , 	-   ,0.00,"83,891.68","68,829.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/16,597.22, 	-   ,"1,475.00","3,711.11", 	-   ,"2,286.11", 	-   , 	-   ,"8,852.78",, 	-   ,"2,188.89",555.56,"5,288.89","7,061.12","4,402.78",825.00,333.33, 	-   ,"2,825.00",6230.69,"11,516.68","3,536.11","3,561.11",0.00,27.78,"2,066.67",,,191.67,"3,758.34","1,275.00",827.78,"16,016.97","2,561.11",272.22,0.00,0.00, 	-   , 	-   ,0.00,, 	-   ,19.44,0.00, 	-   ,908.33,"2,650.00",327.78, 	-   , 	-   ,0.00,"96,150.50","75,578.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/16,675.00, 	-   ,"1,458.33","4,027.78", 	-   ,"2,427.78", 	-   , 	-   ,"7,925.01",, 	-   ,"2,255.56",605.56,"5,277.78","7,038.89","4,566.67",777.78,322.22, 	-   ,"2,913.89",6506.18,"11,847.23","3,744.45","3,866.67",0.00,0.00,"1,816.67",,,250.00,"3,775.00","1,400.00",925.00,"16,324.94","3,261.11",263.89,0.00,19.44, 	-   , 	-   ,0.00,, 	-   ,11.11,0.00, 	-   ,850.00,"2,236.11",361.11, 	-   , 	-   ,0.00,"97,731.17","76,463.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/16,533.33, 	-   ,"1,138.89","3,947.23", 	-   ,"2,194.45", 	-   , 	-   ,"8,600.01",, 	-   ,"1,888.89",558.33,"5,116.67","6,866.67","4,558.34",713.89,519.44, 	-   ,"2,844.45",6151.56,"11,261.12","3,702.78","3,463.89",0.00,0.00,"1,875.00",,,386.11,"3,752.78","1,258.33",891.67,"16,128.43","7,219.45",422.22,0.00,0.00, 	-   , 	-   ,11.11,, 	-   ,8.33,0.00, 	-   ,827.78,"2,580.56",311.11, 	-   , 	-   ,0.00,"99,732.83","79,475.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/16,591.67, 	-   ,"1,183.33","4,197.23", 	-   ,"2,366.67", 	-   , 	-   ,"8,244.45",, 	-   ,"1,966.67",577.78,"5,230.56","7,194.45","5,580.56",763.89,500.00, 	-   ,"2,977.78",6570.65,"12,272.23","3,663.89","3,925.00",0.00,16.67,"1,947.22",,,436.11,"3,897.23","1,383.33",911.11,"15,970.05","4,152.78",408.33,0.00,0.00, 	-   , 	-   ,11.11,, 	-   ,44.44,0.00, 	-   ,900.00,"2,552.78",461.11, 	-   , 	-   ,0.00,"100,899.10","79,078.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/16,911.11, 	-   ,"1,341.67","5,941.67", 	-   ,"2,722.22", 	-   , 	-   ,"6,919.45",, 	-   ,"2,027.78",469.44,"4,808.34","7,358.34","7,391.67","1,088.89",375.00, 	-   ,"3,827.78",7183.17,"14,263.90","3,513.89","3,800.00",0.00,0.00,"1,500.00",,,858.33,"4,022.23","1,613.89","1,597.22","16,609.43","5,961.12",305.56,0.00,272.22, 	-   , 	-   ,0.00,, 	-   ,0.00,0.00, 	-   ,711.11,"3,488.89",458.33, 	-   , 	-   ,"92,225.07","203,567.75","178,292.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/16,"2,666.67", 	-   ,"1,572.22","13,397.23", 	-   ,"5,500.00", 	-   , 	-   ,"7,944.45",, 	-   ,"2,180.56","1,266.67","6,025.00","7,736.12","10,761.12","4,427.78",491.67, 	-   ,"10,086.12",26238.65,"57,102.82","6,147.23","4,250.00",0.00,111.11,"4,719.45",,,"2,716.67","5,533.34","3,102.78","5,219.45","18,765.17","11,441.68",400.00,0.00,"4,477.78", 	-   , 	-   ,197.22,, 	-   ,0.00,"1,844.45", 	-   ,"1,116.67","10,752.79",663.89, 	-   , 	-   ,0.00,"238,856.76","145,429.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/16,"4,141.67","2,447.22","2,002.78","21,219.46", 	-   ,"7,713.90", 	-   , 	-   ,"6,969.45",, 	-   ,"3,730.56","3,013.89","8,533.34","9,888.90","17,163.90","7,705.56",591.67, 	-   ,"16,336.12",42430.83,"100,738.97","9,461.12","5,488.89",0.00,305.56,"4,577.78",,,"3,872.23","6,908.34","4,172.23","7,430.56","21,234.74","15,555.57",483.33,0.00,"11,702.79", 	-   , 	-   ,855.56,,"4,213.89",0.00,"4,797.23", 	-   ,"1,983.33","8,511.12","1,019.45", 	-   , 	-   ,0.00,"367,201.92","207,696.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/16,"5,469.45","3,361.11","2,486.11","25,630.58", 	-   ,"9,547.23", 	-   , 	-   ,"7,838.90",, 	-   ,"3,472.23","3,677.78","9,738.90","11,127.79","18,238.90","9,122.23",694.45, 	-   ,"20,494.46",50751.12,"124,894.54","10,430.56","5,711.12",0.00,336.11,"7,983.34",,,"4,755.56","8,836.12","5,336.12","9,258.34","23,208.63","18,905.57",566.67,0.00,"15,569.46", 	-   , 	-   ,"1,122.22",,"7,491.67",0.00,"6,344.45", 	-   ,"2,652.78","16,875.01","1,191.67", 	-   , 	-   ,0.00,"453,121.16","256,981.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/16,"5,372.23","3,072.22","2,255.56","23,869.46", 	-   ,"8,636.12", 	-   , 	-   ,"9,250.01",, 	-   ,"2,977.78","3,177.78","9,536.12","10,583.34","16,500.01","8,486.12",675.00, 	-   ,"19,858.35",47500.96,"117,211.20","10,641.68","5,094.45",0.00,955.56,"7,527.78",,,"4,413.89","9,505.56","2,266.67","8,905.56","24,449.28","18,002.79",550.00,155.56,"13,105.57", 	-   , 	-   ,"1,747.22",,"7,113.89",0.00,"5,838.89","7,436.12","2,572.22","13,527.79","1,197.22", 	-   , 	-   ,0.00,"433,969.97","249,399.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/16,"1,894.45",597.22,"1,383.33","7,825.01", 	-   ,"3,533.34", 	-   , 	-   ,"2,763.89",, 	-   ,"1,738.89",666.67,"6,550.01","7,569.45","6,619.45","1,608.33",608.33, 	-   ,"6,616.67",12631.36,"31,211.14","3,925.00","4,177.78",0.00,25.00,"3,561.11",,,325.00,"6,788.89",0.00,"1,411.11","17,803.16","6,788.89",494.44,66.67,308.33, 	-   , 	-   ,"1,850.00",,"2,658.34",0.00,122.22,"8,561.12","1,219.45","6,325.01",652.78, 	-   , 	-   ,0.00,"160,881.85","110,422.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/16,"2,788.89","1,052.78","1,527.78","12,763.90", 	-   ,"5,200.00", 	-   , 	-   ,"5,397.23",, 	-   ,"1,502.78","1,808.33","7,377.78","7,827.78","10,597.23","4,322.23",591.67, 	-   ,"10,563.90",24532.98,"57,277.82","7,833.34","4,447.23",0.00,344.44,"5,269.45",,,"3,100.00","8,063.90",0.00,17.62,"19,988.22","12,433.34",483.33,869.45,"7,336.12", 	-   ,16.67,"1,502.78",,"3,730.56",0.00,"3,400.00","6,986.12","1,688.89","12,577.79",819.45, 	-   , 	-   ,0.00,"256,041.77","163,667.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/16,"4,369.45","2,830.56","2,722.22","19,669.46", 	-   ,"8,022.23", 	-   , 	-   ,"5,086.12",, 	-   ,"2,683.34","3,638.89","7,169.45","10,027.79","11,791.68","7,494.45",683.33, 	-   ,"17,211.12",43134.20,"104,772.31","7,819.45","5,094.45",0.00,530.56,"6,044.45",,,"5,169.45","8,341.67",0.00,28.55,"22,710.02","15,636.12",555.56,"1,408.33","7,405.56", 	-   ,622.22,"1,866.67",,"6,227.78",0.00,"3,058.34","4,952.78","1,369.45","13,244.46",947.22, 	-   , 	-   ,0.00,"364,339.68","199,222.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/16,"2,344.45",550.00,"1,686.11","9,838.90", 	-   ,"3,827.78", 	-   , 	-   ,"1,694.45",, 	-   ,"1,525.00","1,427.78","6,225.00","7,300.01","6,677.78","2,133.34",633.33, 	-   ,"7,283.34",11324.27,"30,522.25","3,497.23","4,172.23",0.00,255.56,"3,125.00",,,"1,163.89","4,950.00",0.00,10.06,"18,630.25","6,297.23",516.67,44.44,"1,450.00", 	-   ,2.78,"3,555.56",,"2,975.00",0.00,"1,008.33","8,730.56","1,066.67","4,905.56",766.67, 	-   , 	-   ,0.00,"162,117.46","112,987.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/16,305.56,252.78,"1,158.33","2,530.56", 	-   ,"1,938.89",0.01, 	-   ,"3,577.78",, 	-   ,908.33,880.56,"5,569.45","6,738.89","4,569.45",661.11,555.56, 	-   ,"3,144.45",5791.08,"11,311.12","3,608.34","3,355.56",0.00,0.00,"2,263.89",,,0.00,"4,655.56",0.00,2.63,"15,254.40","4,186.11",452.78,5.56,0.00, 	-   ,0.00,0.00,,"1,791.67",0.00,0.00,"7,202.78","1,075.00","2,930.56",441.67, 	-   , 	-   ,0.00,"97,120.41","76,873.76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/16,958.33,263.89,"1,683.33","4,858.34", 	-   ,"2,616.67", 	-   , 	-   ,"3,052.78",, 	-   ,"1,161.11",919.45,"5,827.78","6,933.34","4,458.34",866.67,586.11, 	-   ,"3,658.34",6588.24,"13,011.12","4,038.89","3,538.89",0.00,25.00,"2,252.78",,,611.11,"4,511.11",11.11,"1,686.11","16,345.47","6,091.67",477.78,27.78,0.00, 	-   ,0.00,"1,322.22",,"2,244.45",0.00,0.00,"5,661.12","1,166.67","3,091.67",505.56, 	-   , 	-   ,0.00,"111,053.22","87,795.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/16,"1,516.67",280.56,"1,738.89","7,369.45", 	-   ,"3,158.34", 	-   , 	-   ,"2,222.22",, 	-   ,"1,347.22","1,205.56","6,133.34","7,138.89","6,022.23","1,905.56",700.00, 	-   ,"5,822.23",9231.74,"21,938.91","4,727.78","3,733.34",0.00,16.67,"2,694.45",,,"1,186.11","3,713.89","1,100.00","2,602.78","17,064.05","6,672.23",572.22,19.44,"2,102.78", 	-   ,22.22,"1,763.89",,"2,266.67",0.00,358.33,"4,438.89","1,330.56","5,061.12",436.11, 	-   , 	-   ,0.00,"139,615.32","102,622.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/16,297.22,258.33,"1,002.78","3,047.22", 	-   ,"1,352.78", 	-   , 	-   ,"3,050.00",, 	-   ,711.11,830.56,"4,733.34","6,475.01","3,941.67",680.56,719.45, 	-   ,"3,005.56",4653.97,"8,608.34","3,436.11","3,175.00",0.00,16.67,"1,569.45",,,0.00,"4,158.34","1,194.45",708.33,"15,137.08","4,130.56",586.11,5.56,2.78, 	-   ,2.78,0.00,,"2,097.22",0.00,0.00,"7,161.12",752.78,"2,475.00",330.56, 	-   , 	-   ,0.00,"90,307.77","74,039.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/16,491.67,219.44,"1,563.89","4,672.23", 	-   ,"2,033.33", 	-   , 	-   ,"3,258.34",, 	-   ,"1,197.22",905.56,"5,041.67","7,000.01","4,205.56",733.33,738.89, 	-   ,"3,172.22",6116.39,"11,955.57","3,511.11","3,497.23",0.00,16.67,"1,863.89",,,194.44,"4,230.56","1,250.00",877.78,"15,052.03","4,469.45",602.78,58.33,2.78, 	-   ,0.00,347.22,,"1,927.78",0.00,0.00,"7,791.67",975.00,"2,625.00",316.67, 	-   , 	-   ,0.00,"102,915.71","81,671.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/16,"1,280.56",238.89,"1,927.78","7,386.12", 	-   ,"3,211.11", 	-   , 	-   ,"2,972.22",, 	-   ,"1,380.56","1,216.67","4,755.56","6,919.45","4,197.23","1,311.11",616.67, 	-   ,"5,405.56",8024.29,"17,022.24","3,994.45","3,727.78",0.00,13.89,"2,097.22",,,"1,052.78","4,022.23","1,888.89","2,419.45","16,518.51","7,416.67",500.00,38.89,880.56, 	-   ,0.00,"1,608.33",,"1,925.00",0.00,72.22,"4,183.34",766.67,"5,347.23",522.22, 	-   , 	-   ,0.00,"126,862.32","96,410.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/16,"1,947.22",472.22,"1,947.22","10,138.90", 	-   ,"4,094.45", 	-   , 	-   ,"3,175.00",, 	-   ,"1,630.56","1,575.00","5,322.23","6,950.01","5,813.89","1,911.11",611.11, 	-   ,"7,850.01",14712.17,"34,391.69","4,822.23","4,163.89",0.00,91.67,"2,819.45",,,"1,897.22","5,494.45","2,238.89","3,444.45","18,172.71","8,725.01",497.22,38.89,"2,741.67", 	-   ,36.11,"1,627.78",,"2,263.89",0.00,758.33,"10,691.68",891.67,"9,166.67",630.56, 	-   , 	-   ,0.00,"183,757.22","126,803.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/16,"3,241.67","1,147.22","2,258.34","15,988.90", 	-   ,"5,963.89", 	-   , 	-   ,"5,408.34",, 	-   ,"2,094.45","2,616.67","7,561.12","8,302.78","11,988.90","5,591.67",705.56, 	-   ,"12,955.57",27932.60,"61,241.72","8,408.34","4,705.56",0.00,433.33,"4,697.23",,,"3,588.89","8,619.45","3,152.78","5,505.56","20,686.27","14,797.23",575.00,"1,066.67","8,238.90", 	-   ,169.44,"1,455.56",,"2,888.89",0.00,"3,850.00","8,305.56","1,780.56","11,683.34",733.33, 	-   , 	-   ,0.00,"290,341.29","188,211.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/16,"4,683.34","1,655.56","2,691.67","23,227.80", 	-   ,"7,308.34", 	-   , 	-   ,"5,583.34",, 	-   ,"3,127.78","3,272.22","8,550.01","9,536.12","15,444.46","7,444.45",741.67, 	-   ,"17,130.57",39558.73,"88,633.40","9,150.01","5,047.23",0.00,455.56,"5,944.45",,,"4,850.00","7,897.23","3,038.89","7,633.34","23,968.27","16,280.57",605.56,"1,366.67","10,697.23", 	-   ,263.89,"1,905.56",,"2,797.22",0.00,"5,138.89","7,911.12","1,916.67","14,538.90",944.45, 	-   , 	-   ,0.00,"370,941.14","225,618.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/16,"4,727.78","1,463.89","2,863.89","23,952.80", 	-   ,"7,630.56", 	-   , 	-   ,"5,469.45",, 	-   ,"3,311.11","3,466.67","8,780.56","9,647.23","15,697.23","7,847.23",769.45, 	-   ,"17,586.13",41882.79,"95,150.08","9,208.34","5,416.67",0.00,458.33,"5,919.45",,,"4,111.11","8,347.23","2,391.67","7,575.01","24,346.62","14,736.12",625.00,"1,472.22","10,397.23", 	-   ,136.11,"1,413.89",,"2,802.78",0.00,"5,186.12","4,686.11","2,211.11","13,697.23","1,019.45", 	-   , 	-   ,0.00,"376,404.66","221,785.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/16,"1,500.00",491.67,"1,866.67","7,491.67", 	-   ,"2,922.22", 	-   , 	-   ,"3,363.89",, 	-   ,"1,483.33","1,111.11","6,430.56","7,147.23","6,900.01","1,100.00",883.33, 	-   ,"4,269.45",7734.15,"18,675.01","3,752.78","4,033.34",0.00,161.11,"2,716.67",,,700.00,"4,916.67","1,897.22","1,905.56","17,369.08","3,813.89",719.45,30.56,322.22, 	-   ,38.89,858.33,,"2,719.45",0.00,191.67,"10,658.34","1,422.22","3,830.56",466.67, 	-   , 	-   ,0.00,"135,894.98","105,216.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/16,375.00,269.44,"1,261.11","3,619.45", 	-   ,"1,702.78", 	-   , 	-   ,"3,433.34",, 	-   ,958.33,661.11,"5,047.23","6,486.12","4,811.11",736.11,811.11, 	-   ,"2,922.22",4976.35,"8,941.67","3,602.78","3,411.11",0.00,8.33,"1,861.11",,,0.00,"7,577.78",277.78,913.89,"15,333.59","2,894.45",661.11,0.00,0.00, 	-   ,2.78,0.00,,"2,438.89",0.00,0.00,"11,722.23",894.45,"3,155.56",325.00, 	-   , 	-   ,0.00,"102,093.34","85,253.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
